recipe_url,name,time,difficulty,ingredients
https://www.jamieoliver.com/recipes/vegetable-recipes/sweet-potato-chilli/,Sweet potato chilli,"2 hours 12 minutes (12 minutes prep, 2 hours cook)                                                    ","Not too tricky                                                    
","['6 sweet potatoes (250g each)', 'olive oil', '1 teaspoon cumin seeds', '1 x 95 g jar of chipotle chilli paste', '500 g fresh or frozen chopped mixed onion, carrot & celery', '½ a bunch of coriander (15g) , (15g)', '3 x 400 g tins of black beans', '3 x 400 g tins of plum tomatoes', '60 g feta cheese']"
https://www.jamieoliver.com/recipes/vegetable-recipes/chickpea-squash-casserole/,Chickpea & squash casserole,"2 hours 3 minutes (33 minutes prep, 90 minutes cook)                                                    ","Not too tricky                                                    
","['1 butternut squash (1.2kg)', '400 g chestnut mushrooms', '4 onions', '4 mixed-colour peppers', '2 cloves of garlic', 'olive oil', 'red wine vinegar', '2 tablespoons black olive tapenade', '2 x 700g jars or 4 x 400g tins of chickpeas', '2 x 400 g tins of plum tomatoes']"
https://www.jamieoliver.com/recipes/fish-recipes/upside-down-fish-pie/,Upside down fish pie,54 minutes                                                    ,"Not too tricky                                                    
","['1 kg potatoes', '320 g sprouting broccoli', '100 g tartare sauce', 'olive oil', '400 g piece of salmon , skin off, pin-boned', '320 g ripe mixed-colour cherry tomatoes', '1 bunch of chives (20g)', '165 g raw peeled king prawns', '½ a lemon']"
https://www.jamieoliver.com/recipes/egg-recipes/green-shakshuka/,Green shakshuka,18 minutes                                                    ,"Not too tricky                                                    
","['½ a bunch of asparagus (175g)', '½ a head of broccoli (175g)', 'olive oil', '1 potato (175g)', '1 clove of garlic', '2 teaspoons harissa', '4 eggs', '2 tablespoons cottage cheese', '2 sprigs of fresh mint', 'optional: extra virgin olive oil']"
https://www.jamieoliver.com/recipes/seafood-recipes/smoky-mussel-laksa/,Smoky mussel laksa,16 minutes                                                    ,"Not too tricky                                                    
","['2 x 50g nests of folded rice noodles', '600g mussels, scrubbed, debearded, from sustainable sources', '1 large aubergine (400g)', '1 bunch of spring onions', '½ a bunch of coriander (15g)', '2 limes', '2 tablespoons laksa paste', '1 x 400ml tin of light coconut milk']"
https://www.jamieoliver.com/recipes/potato-recipes/potato-tortilla/,Potato tortilla,40 minutes                                                    ,"Not too tricky                                                    
","['500 g potatoes', '1 onion', 'olive oil', '1 red, orange or yellow pepper', '2 large ripe tomatoes', 'red wine vinegar', 'extra virgin olive oil', '½ a bunch of fresh flat-leaf parsley (15g)', '6 large free-range eggs']"
https://www.jamieoliver.com/recipes/drink-recipes/fruity-slushy/,Fruity slushy,15 minutes                                                    ,"Not too tricky                                                    
","['180 g strawberries', '180 g kiwi', '180 g mango', '180 g blueberries', 'ice cubes']"
https://www.jamieoliver.com/recipes/pancake-recipes/crispy-rice-pancakes/,Crispy rice pancakes,30 minutes                                                    ,"Not too tricky                                                    
","['½ x 7 g sachet of yeast', '125 g rice flour', 'olive oil', '1 heaped teaspoon jalfrezi curry paste', '½–1 fresh red chilli', '1 bunch of spring onions', '½ x 660 g jar of chickpeas', '100 g baby spinach', '4 cm piece of ginger', '2 ripe tomatoes', '1 lime', '2 tablespoons unsweetened desiccated coconut flakes', '½ a bunch of fresh coriander , (15g)', '4 large free-range eggs', '4 heaped tablespoons natural yoghurt']"
https://www.jamieoliver.com/recipes/vegetable-recipes/sweet-and-sour-stir-fry/,Sweet & sour stir-fry,21 minutes                                                    ,"Super easy                                                    
","['100 g fine rice noodles', '1 x 227 g tin of pineapple chunks in juice', '2 heaped teaspoons cornflour', '1 tablespoon cider vinegar', '2 teaspoons low-salt soy sauce', '2 teaspoons sesame seeds', '30 g cashew nuts', '4 spring onions', '2 cloves of garlic', '2 cm piece of ginger', '1 fresh red chilli', '200 g sugarsnap peas', 'groundnut oil', '200 g sprouts , such as alfalfa sprouts, chickpea sprouts, beansprouts', '1 lime']"
https://www.jamieoliver.com/recipes/fruit-recipes/perfect-poached-rhubarb/,Perfect poached rhubarb,15 minutes                                                    ,"Not too tricky                                                    
","['2 kg rhubarb', '5 cm piece of ginger', '300 g sugar', '1 bunch of fresh thyme , (20g) optional']"
https://www.jamieoliver.com/recipes/fish-recipes/one-pan-herby-green-rice-fish/,One-pan herby green rice & fish,15 minutes                                                    ,"Super easy                                                    
","['8 spring onions', '2 cloves of garlic', '1 bunch of fresh coriander , (30g)', '100 g baby spinach', '1 mug of basmati rice , (300g)', '4 x 150g white fish fillets, such as cod, haddock, pollock, megrim, skin off, pin-boned , from sustainable sources', 'olive oil', '4 tablespoons natural yoghurt', '2 teaspoons harissa', 'optional: ½ a fresh red chilli', '1 lemon']"
https://www.jamieoliver.com/recipes/vegetable-recipes/jacket-spuds-and-homemade-beans/,Jacket spuds & homemade beans,1 hour 5 minutes                                                    ,"Not too tricky                                                    
","['4 large Maris Piper potatoes', 'olive oil', '1 red pepper', '1 bunch of spring onions', '1 head of broccoli , (375g)', '1 heaped teaspoon smoked paprika', '2 x 400 g tins of cannellini beans', '1 x 400 g tin of plum tomatoes', '80 g Cheddar cheese', '1 x 80 g bag of watercress, spinach & rocket', 'extra virgin olive oil , optional']"
https://www.jamieoliver.com/recipes/vegetable-recipes/potato-pepper-and-broccoli-frittata/,"Potato, pepper & broccoli frittata",30 minutes                                                    ,"Not too tricky                                                    
","['600 g Maris Piper potatoes', '1 bunch of spring onions', '1 head of broccoli , (375g)', '1 red pepper', '1 teaspoon smoked paprika', '8 large eggs', '40 g Cheddar cheese', '1 x 80 g bag of watercress, spinach & rocket', 'extra virgin olive oil']"
https://www.jamieoliver.com/recipes/vegetable-recipes/smoky-veg-patties/,Smoky veg patties,25 minutes                                                    ,"Super easy                                                    
","['1 head of broccoli', '1 bunch of spring onions', '600 g Maris Piper potatoes', 'olive oil', '1 red pepper', 'red wine vinegar', '1 x 400 g tin of cannellini beans', '60 g Cheddar cheese', '½ teaspoon smoked paprika', '4 large eggs', '1 x 80 g bag of watercress, spinach & rocket', 'extra virgin olive oil']"
https://www.jamieoliver.com/recipes/chicken-recipes/mild-chicken-chickpea-and-squash-curry/,"Mild chicken, chickpea & squash curry",40 minutes                                                    ,"Not too tricky                                                    
","['600 g butternut squash', '2 onions', '1 bunch of fresh coriander , (30g)', 'vegetable oil', '2 heaped tablespoons korma paste', '2 free-range skinless chicken breasts', '50 g ground almonds', '500 ml organic chicken stock', '1 x 400 g tin of chickpeas', 'mango chutney', '2 tablespoons natural yoghurt']"
https://www.jamieoliver.com/recipes/vegetable-recipes/5-a-day-spiced-veg-stew/,5-a-day spiced veg stew,53 minutes                                                    ,"Not too tricky                                                    
","['1 sweet potato , (300g)', '1 aubergine , (250g)', '2 mixed-colour peppers', '2 onions', 'olive oil', '½ a bunch of fresh coriander , (15g)', '30 g sun-dried tomatoes', '2 tablespoons Thai curry paste , (choose your favourite)', '½ x 400 g tin of light coconut milk', '160 g mangetout', '2 teaspoons soy or fish sauce', '1 lime', '2 flatbreads , optional']"
https://www.jamieoliver.com/recipes/vegetable-recipes/super-silky-houmous/,Super-silky houmous,5 minutes                                                    ,"Not too tricky                                                    
","['1 x 700 g jar of chickpeas', '½ a clove of garlic', 'ground cumin', 'extra virgin olive oil', '2 tablespoons tahini', '1 lemon']"
https://www.jamieoliver.com/recipes/beef-recipes/homemade-salt-beef/,Homemade salt beef,3 hours plus brining time (2-7 days)                                                    ,"Not too tricky                                                    
","['1.6 kg beef brisket', '2 onions', '4 fresh bay leaves', '6 pink or black peppercorns', 'your favourite bagels , to serve (or make your own)', 'BRINE', '', '200 g table salt', '100 g brown sugar', '30 g preserving salt , (optional)', '1 bunch of fresh thyme , (20g)', '1 tablespoon mustard seeds', '1 tablespoon red peppercorns', '½ tablespoon allspice', '2 cloves', 'MUSTARD', '', '2 heaped teaspoons English mustard powder', '1 teaspoon sugar', '1 teaspoon vinegar', 'PICKLES', '', '6 large gherkins', '1 bunch of fresh dill , (20g)', '2 mixed-colour chillies']"
https://www.jamieoliver.com/recipes/pancake-recipes/gluten-free-one-cup-pancakes/,Gluten-free one-cup pancakes,15 minutes                                                    ,"Not too tricky                                                    
","['1 large free-range egg', '1 heaped cup of gluten-free self-raising flour , (250g)', '1 cup of milk , (300ml)', 'olive oil']"
https://www.jamieoliver.com/recipes/yoghurt-recipes/vanilla-yoghurt-panna-cotta/,Vanilla yoghurt panna cotta,45 minutes plus setting                                                    ,"Not too tricky                                                    
","['1 leaf of gelatine', '200 ml semi-skimmed milk', '½ teaspoon vanilla bean paste', '200 g natural yoghurt', '200 g rhubarb', '2 tablespoons runny honey , plus extra to serve', '300 g strawberries']"
https://www.jamieoliver.com/recipes/cauliflower-recipes/whole-roasted-spiced-cauli/,Whole roasted spiced cauli,1 hour 15 minutes                                                    ,"Super easy                                                    
","['½ a bunch of fresh coriander , (15g)', '400 g chopped mixed onion, carrot and celery', 'olive oil', '1 small cauliflower , (600g)', '2 teaspoons smoked paprika', '2 heaped teaspoons madras curry paste', '2 x 400 g tin of green lentils', '2 x 400 g tin of blackeye beans', '3 tablespoons mango chutney , plus extra to serve']"
https://www.jamieoliver.com/recipes/rice-recipes/vivid-green-risotto/,Vivid green risotto,30 minutes                                                    ,"Not too tricky                                                    
","['180 g mixed seasonal greens , such as kale, cavolo nero, swiss chard, spinach, broccoli', '1.8 litres organic vegetable stock', '3 tablespoons extra virgin olive oil', '70 g Parmesan cheese , plus extra to serve', '2 sticks of celery', '1 onion', '2 small knobs of unsalted butter', '400 g risotto rice', '½ a bunch of fresh thyme or marjoram , (15g)', '125 ml white wine', '½ a lemon']"
https://www.jamieoliver.com/recipes/potato-recipes/hasselback-sweet-potatoes/,Hasselback sweet potatoes,1 hour                                                    ,"Not too tricky                                                    
","['4 sweet potatoes', 'olive oil', '50 g pecans', '4 tabespoons natural yoghurt', 'maple syrup , for drizzling']"
https://www.jamieoliver.com/recipes/fruit-recipes/banana-firework-lollies/,Banana firework lollies,20 minutes                                                    ,"Not too tricky                                                    
","['100 g quality dark chocolate (70%)', '4 bananas', '3 tablespoons desiccated coconut', '3 tablespoons freeze-dried raspberries']"
https://www.jamieoliver.com/recipes/pumpkin-recipes/roasted-pumpkin-houmous/,Roasted pumpkin houmous,1 hour                                                    ,"Not too tricky                                                    
","['1 small pumpkin , about 500g', 'olive oil', '1 small clove of garlic', '1 x 400g tin chickpeas', '1 tablespoon tahini', '1 lemon', '1 pinch of smoked paprika , for dusting (optional)']"
https://www.jamieoliver.com/recipes/lentils-recipes/smoky-aubergine-daal/,Smoky aubergine daal,1 hour 20 minutes                                                    ,"Not too tricky                                                    
","['1 large aubergine , (400g)', '1 fresh red chilli', '2 cloves of garlic', '1 red onion', '2 black or green cardamom pods', 'olive oil', '1 teaspoon cumin seeds', '1 teaspoon black mustard seeds', '1 small sprig of rosemary', 'red wine vinegar', '1 x 400 g tin of black beans', '200 g dried Puy lentils', '1 cinnamon stick']"
https://www.jamieoliver.com/recipes/fruit-recipes/buddy-s-grilled-fruit-salad/,Buddy’s grilled fruit salad,20 minutes                                                    ,"Not too tricky                                                    
","['½ a pineapple', '1 cantaloupe melon', '2 kiwis', 'a handful of strawberries', 'a handful of seedless grapes', '2 limes', '½ a bunch of fresh mint , (15g)']"
https://www.jamieoliver.com/recipes/potato-recipes/buddy-s-potato-salad/,Buddy’s potato salad,30 minutes                                                    ,"Super easy                                                    
","['1 kg new potatoes', '1 bunch of mixed soft herbs , (30g), such as dill, mint, chives, flat-leaf parsley', '2 tablespoons Greek-style yoghurt', '1 lemon', '2 tablespoons extra virgin olive oil']"
https://www.jamieoliver.com/recipes/cheese-recipes/vine-baked-feta/,Baked feta in fig leaves,45 minutes                                                    ,"Not too tricky                                                    
","['6 large fig leaves', '1 x 200 g block feta', '1 lemon', '1 tablespoon dried oregano']"
https://www.jamieoliver.com/recipes/drink-recipes/cherry-iced-tea-mocktail/,Cherry iced tea mocktail,15 minutes plus chilling                                                    ,"Super easy                                                    
","['2 oranges', '2 English Breakfast tea bags', '2 tablespoons caster sugar', '500 g cherries', '1 tablespoon apple cider vinegar', 'runny honey , optional']"
https://www.jamieoliver.com/recipes/fruit-recipes/mango-yoghurt-layer-pots/,Mango & yoghurt layer pots,10 minutes                                                    ,"Not too tricky                                                    
","['1 ripe mango', '1 teaspoon vanilla extract', '180 g natural yoghurt', '100 g Granola Dust']"
https://www.jamieoliver.com/recipes/fruit-recipes/granola-dust-energy-balls/,Granola Dust energy balls,25 minutes                                                    ,"Not too tricky                                                    
","['200 g Granola Dust', '1 tablespoon runny honey', '1 heaped tablespoon cocoa powder', '1 teaspoon vanilla extract', '1 orange']"
https://www.jamieoliver.com/recipes/fruit-recipes/berry-vanilla-fro-yo-lollies/,Berry & vanilla fro-yo lollies,20 minutes plus freezing time                                                    ,"Not too tricky                                                    
","['100 g berries , such as raspberries, strawberries, cherries, or a mixture', '1 teaspoon runny honey', '300 g natural yoghurt', '1 teaspoon vanilla extract', '75 g Granola Dust , plus extra for dusting', '50 g quality dark chocolate , (70%)', '1 teaspoon olive oil']"
https://www.jamieoliver.com/recipes/drink-recipes/english-garden-mocktail/,English garden mocktail,15 minutes                                                    ,"Super easy                                                    
","['2 oranges', '1 lemon', '¼ of a cucumber', '1 handful of strawberries', '4 sprigs of mint', '1½ tablespoons balsamic vinegar', '1 tablespoon apple cider vinegar', '1 handful of ice cubes', '600 ml organic lemonade', '300 ml sparkling water']"
https://www.jamieoliver.com/recipes/fruit-recipes/super-smoothie-ice-lollies/,Super smoothie ice lollies,10 minutes plus freezing time                                                    ,"Not too tricky                                                    
","['1 small ripe banana', '1 mug of fresh or frozen berries , (150g)', '1 mug of milk , (300ml)', '3 tablespoons natural yoghurt', '1 tablespoon runny honey', '6 mint leaves']"
https://www.jamieoliver.com/recipes/fruit-recipes/pina-colada-ice-lollies/,Piña colada ice lollies,10 minutes plus freezing time                                                    ,"Not too tricky                                                    
","['½ a ripe pineapple , (400g)', '1 x 160 g tin coconut cream', '1 teaspoon runny honey', '1 lime', '160 ml coconut rum']"
https://www.jamieoliver.com/recipes/drink-recipes/summer-cordial/,Summer cordial,20 minutes                                                    ,"Not too tricky                                                    
","['600 g raspberries', '2 lemons', '250 g golden caster sugar']"
https://www.jamieoliver.com/recipes/drink-recipes/springtime-cordial/,Springtime cordial,10 minutes plus overnight infusing time                                                    ,"Not too tricky                                                    
","['100 g fresh mint', '100 g fresh basil', '400 g golden caster sugar', '4 tablespoons quality runny honey', '2 lemons']"
https://www.jamieoliver.com/recipes/cocktail-recipes/jam-margarita/,Jam margarita,5 minutes                                                    ,"Super easy                                                    
","['1 lime', '1 tablespoon jam , such as berries and cherries', '25 ml Cointreau', '50 ml quality blanco tequila']"
https://www.jamieoliver.com/recipes/easter-recipes/chocolate-avocado-mousse/,Chocolate & avocado mousse,20 minutes plus cooling & setting time                                                    ,"Not too tricky                                                    
","['300 g quality dark chocolate , (70%)', '2 large ripe avocados', '2 heaped teaspoons cocoa powder', '2 teaspoons vanilla bean paste', '3 tablespoons maple syrup', '1 x 160 g tin of coconut cream', 'fresh fruit such as oranges, strawberries, blueberries, raspberries , to serve', 'amarena cherries in syrup , to serve, optional', 'white chocolate , to serve, optional']"
https://www.jamieoliver.com/recipes/pork-recipes/jamie-s-tuscan-style-roast-pork-loin-beans/,Jamie’s Tuscan-style roast pork loin & beans,2 hours 10 minutes                                                    ,"Not too tricky                                                    
","['SALMORIGLIO MARINADE & SAUCE', '1 large bunch of fresh marjoram , (30g)', 'olive oil', 'red wine vinegar', 'PORK & BEANS', '3 leeks', '1 bulb of garlic', '8 -rib higher-welfare pork loin (2kg) , bone out, skin removed & reserved', '300 g pork skin , (from above)', '1 x 700 g jar of butter beans', '1 x 360 g jar of cannellini beans', '½ a 700g jar of chickpeas', '1 heaped tablespoon crème fraîche', 'GREENS', '250 g cavolo nero', '250 g rainbow chard', '½ a Savoy cabbage', '250 g baby spinach', 'extra virgin olive oil', 'red wine vinegar']"
https://www.jamieoliver.com/recipes/carrot-recipes/clementine-roasted-carrots/,Clementine roasted carrots,1 hour 20 minutes                                                    ,"Super easy                                                    
","['1 kg small mixed-colour carrots , heirloom if you can get them', 'olive oil', '2 sprigs of fresh rosemary or thyme', '2 clementines']"
https://www.jamieoliver.com/recipes/parsnip-recipes/roasted-parsnips/,Roasted parsnips,1 hour 20 minutes                                                    ,"Super easy                                                    
","['1.5 kg medium parsnips', '50 g unsalted butter', '4 fresh bay leaves', '1 tablespoon white or red wine vinegar', '2 tablespoons runny honey']"
https://www.jamieoliver.com/recipes/cheese-recipes/baked-cheese/,Baked cheese,35 minutes                                                    ,"Super easy                                                    
","['1 x 250 g round of Tunworth cheese', '1 sprig of fresh rosemary', 'a few dried cranberries', '1 small clove of garlic', '1 fresh red chilli', '2 shelled walnuts', 'olive oil']"
https://www.jamieoliver.com/recipes/chilli-recipes/chilli-jam/,Chilli jam,40 minutes plus cooling                                                    ,"Super easy                                                    
","['10 fresh red chillies', '4 cloves of garlic', '2 jarred roasted red peppers', '500 g jam sugar', '500 ml white wine or cider vinegar', '2 fresh Scotch bonnet chillies']"
https://www.jamieoliver.com/recipes/chicken-recipes/the-ultimate-chicken-in-milk/,The ultimate chicken in milk,1 hour 40 minutes                                                    ,"Not too tricky                                                    
","['1 x 1.8 kg whole free-range chicken', '1 teaspoon fennel seeds', '200 g unsalted butter', '1 bulb of garlic', '2 onions', '2 bulbs of fennel', '1 lemon', '1 large bunch of fresh sage (30g) , mixed-colour, if possible', '1- inch stick of cinnamon', '1–1.5 litres whole milk']"
https://www.jamieoliver.com/recipes/peppers-recipes/sticky-miso-peppers/,Sticky miso peppers,25 minutes                                                    ,"Not too tricky                                                    
","['1 x 220 g tin of pineapple rings in juice', '280 g extra firm tofu', '2 mixed-colour peppers', 'olive oil', '4 spring onions', '4 cloves of garlic', '90 g rice vermicelli noodles', '20 g wasabi peas', '2 heaped teaspoons red miso paste']"
