recipe_url,name,time,difficulty,ingredients
https://www.jamieoliver.com/recipes/vegetable-recipes/sweet-and-sour-stir-fry/,Sweet & sour stir-fry,21 minutes                                                    ,"Super easy                                                    
","['100 g fine rice noodles', '1 x 227 g tin of pineapple chunks in juice', '2 heaped teaspoons cornflour', '1 tablespoon cider vinegar', '2 teaspoons low-salt soy sauce', '2 teaspoons sesame seeds', '30 g cashew nuts', '4 spring onions', '2 cloves of garlic', '2 cm piece of ginger', '1 fresh red chilli', '200 g sugarsnap peas', 'groundnut oil', '200 g sprouts , such as alfalfa sprouts, chickpea sprouts, beansprouts', '1 lime']"
https://www.jamieoliver.com/recipes/fruit-recipes/perfect-poached-rhubarb/,Perfect poached rhubarb,15 minutes                                                    ,"Not too tricky                                                    
","['2 kg rhubarb', '5 cm piece of ginger', '300 g sugar', '1 bunch of fresh thyme , (20g) optional']"
https://www.jamieoliver.com/recipes/vegetable-recipes/5-a-day-spiced-veg-stew/,5-a-day spiced veg stew,53 minutes                                                    ,"Not too tricky                                                    
","['1 sweet potato , (300g)', '1 aubergine , (250g)', '2 mixed-colour peppers', '2 onions', 'olive oil', '½ a bunch of fresh coriander , (15g)', '30 g sun-dried tomatoes', '2 tablespoons Thai curry paste , (choose your favourite)', '½ x 400 g tin of light coconut milk', '160 g mangetout', '2 teaspoons soy or fish sauce', '1 lime', '2 flatbreads , optional']"
https://www.jamieoliver.com/recipes/vegetable-recipes/super-silky-houmous/,Super-silky houmous,5 minutes                                                    ,"Not too tricky                                                    
","['1 x 700 g jar of chickpeas', '½ a clove of garlic', 'ground cumin', 'extra virgin olive oil', '2 tablespoons tahini', '1 lemon']"
https://www.jamieoliver.com/recipes/cauliflower-recipes/whole-roasted-spiced-cauli/,Whole roasted spiced cauli,1 hour 15 minutes                                                    ,"Super easy                                                    
","['½ a bunch of fresh coriander , (15g)', '400 g chopped mixed onion, carrot and celery', 'olive oil', '1 small cauliflower , (600g)', '2 teaspoons smoked paprika', '2 heaped teaspoons madras curry paste', '2 x 400 g tin of green lentils', '2 x 400 g tin of blackeye beans', '3 tablespoons mango chutney , plus extra to serve']"
https://www.jamieoliver.com/recipes/vegetable-recipes/roasted-sweet-potato-burrito/,Roasted sweet potato burrito,50 minutes                                                    ,"Not too tricky                                                    
","['2 medium sweet potatoes , (600g)', 'olive oil', '2 cloves of garlic', '½ a teaspoon of sweet smoked paprika', '½ a teaspoon of ground cumin', '1 x 400 g tin of black beans', '150 g long grain rice', '200 g spinach', '6 spring onions', '100 g sliced pickled jalapeños', '½ a bunch of fresh coriander , (15g)', '4 wholemeal tortillas', '4 tablespoons diary-free yoghurt', '1-2 limes']"
https://www.jamieoliver.com/recipes/bread-recipes/homemade-bagels/,Homemade bagels,50 minutes plus proving time                                                    ,"Not too tricky                                                    
","['750 g strong white bread flour', '1 x 7g sachet of instant yeast', '3 teaspoons soft brown sugar', '2 teaspoons fine sea salt', '1 teaspoon bicarbonate of soda', '1 large free-range egg', '2 tablespoons sesame, poppy, pumpkin or sunflower seeds , (optional)']"
https://www.jamieoliver.com/recipes/peppers-recipes/sticky-miso-peppers/,Sticky miso peppers,25 minutes                                                    ,"Not too tricky                                                    
","['1 x 220 g tin of pineapple rings in juice', '280 g extra firm tofu', '2 mixed-colour peppers', 'olive oil', '4 spring onions', '4 cloves of garlic', '90 g rice vermicelli noodles', '20 g wasabi peas', '2 heaped teaspoons red miso paste']"
https://www.jamieoliver.com/recipes/pork-ribs-recipes/sticky-hoisin-ribs/,Sticky hoisin ribs,3 hours 30 minutes                                                    ,"Not too tricky                                                    
","['4 racks of higher-welfare baby back pork ribs , (1.5-2kg)', '2 teaspoons Chinese five-spice', 'olive oil', '1 bulb of garlic', '2 oranges', '290 ml hoisin sauce', '1 bunch of fresh rosemary or thyme (30g) , optional', '450 g jasmine rice', 'SALAD', '1 bunch of spring onions', '1 bunch of radishes', '1 bulb of fennel', '3 fresh mixed-colour chillies', '1 bunch of fresh coriander , (30g)', '3 tablespoons sesame oil', '1 tablespoon rice wine vinegar', '1 teaspoon low-salt soy sauce', '4 cm piece of ginger']"
https://www.jamieoliver.com/recipes/flour-recipes/sourdough-crackers/,Sourdough crackers,30 minutes plus resting                                                    ,"Not too tricky                                                    
","['100 g rye or wholemeal flour', '1 teaspoon runny honey', '75 g mature sourdough starter', 'sesame, fennel or caraway seeds , optional']"
https://www.jamieoliver.com/recipes/duck-recipes/pan-fried-duck-breast-with-spring-veg/,Pan-fried duck breast with spring veg,30 minutes                                                    ,"Not too tricky                                                    
","['300 g new potatoes', '1 x 250 g free-range duck breast', '1 bunch of asparagus , (350g)', '200 g fresh or frozen peas', '1 fresh red chilli', '½ a bunch of fresh mint , (15g)', '1 lemon', 'extra virgin olive oil']"
https://www.jamieoliver.com/recipes/poultry-recipes/pan-fried-duck-breast-with-creamy-white-beans/,Pan-fried duck breast with creamy white beans,20 minutes                                                    ,"Not too tricky                                                    
","['1 250g free-range duck breast', '2 rashers of higher-welfare smoked streaky bacon', '2 cloves of garlic', '2 sprigs of fresh rosemary', 'red wine vinegar', '1 560g jar of white beans', '100 g spinach']"
https://www.jamieoliver.com/recipes/duck-recipes/pan-fried-duck-breast-with-pak-choi-asparagus/,Pan-fried duck breast with pak choi & asparagus,20 minutes                                                    ,"Not too tricky                                                    
","['1 x 200 g free-range duck breast', '6 cm piece of ginger', '2 cloves of garlic', '1 fresh red chilli', '½ a bunch of asparagus , (175g)', '2 pak choi', '1 tablespoon low-salt soy sauce', '1 tablespoon rice vinegar']"
https://www.jamieoliver.com/recipes/rice-recipes/my-singapore-style-fried-rice/,My Singapore-style fried rice,25 minutes                                                    ,"Not too tricky                                                    
","['150 g brown or basmati rice', '320 g crunchy veg , such as asparagus, baby corn, broccoli, leek, Chinese, red or white cabbage, pak choi, carrot', '1 clove of garlic', '2 cm piece of ginger', '1 large free-range egg', 'olive oil', '1 chipolata', '1 rasher of smoked streaky bacon', '4 fresh or frozen raw peeled prawns', '1 teaspoon tikka paste', '1 tablespoon low-salt soy sauce', '1 teaspoon mixed seeds', '1 teaspoon chilli jam']"
https://www.jamieoliver.com/recipes/fish-recipes/ant-dec-s-blackened-cod/,Ant & Dec's blackened cod,20 minutes plus marinating                                                    ,"Not too tricky                                                    
","['COD', '3 tablespoons runny honey', '3 tablespoons low-salt soy sauce', '3 tablespoons white miso paste', '1 teaspoon sesame oil', '4 x 150g fillets of cod , skin on, scaled and pin-boned, from sustainable sources', 'extra virgin olive oil', '2 sprigs of fresh coriander', 'PICKLE', '6 radishes', '1 fresh bird’s-eye chilli', '6 spring onions', '4 heaped teaspoons pickled ginger , plus pickling liquor', '1 tablespoon rice vinegar']"
https://www.jamieoliver.com/recipes/rice-recipes/pumpkin-rice/,Pumpkin rice,50 minutes                                                    ,"Not too tricky                                                    
","['400 g pumpkin , or butternut squash', '100 g coconut cream', '4 allspice berries', '4 spring onions', '½ a bunch of fresh thyme , (15g)', '2 Scotch bonnet chillies', '½ a pointed cabbage , (400g)', '450 g basmati rice', '2 cloves of garlic', '1 onion', 'olive oil', '200 g ripe mixed-colour cherry tomatoes', '200 g okra', '1 x 700 g jar of butter beans']"
https://www.jamieoliver.com/recipes/seafood-recipes/russell-howard-s-chicken-prawn-curry/,Russell Howard's chicken & prawn curry,1 hour plus soaking & drying                                                    ,"Not too tricky                                                    
","['600 ml organic chicken stock', '300 g coconut cream', '1 x 400 ml tin of light coconut milk', '160 g tamarind paste', '4 sticks of lemongrass', '4 Asian shallots', '400 g minced free-range chicken breast', '2 long fresh red chillies', '½ a bunch of fresh coriander , (15g)', '400 g raw tiger prawns , from sustainable sources', '8 teaspoons palm sugar', '8 tablespoons fish sauce', '1-2 limes', 'crispy shallots , to serve (optional)', 'RICE CAKES', '200 g Thai sticky rice', '500 ml vegetable oil , for frying']"
https://www.jamieoliver.com/recipes/vegetable-recipes/jessica-chastain-s-tempura/,Jessica Chastain's tempura rolls,1 hour 10 minutes                                                    ,"Not too tricky                                                    
","['PICKLED SHALLOTS', '2 teaspoons black peppercorns', '1 cinnamon stick', '2 star anise', '2 teaspoons coriander seeds', 'kosher salt', 'white wine vinegar', '6 shallots', 'EDAMAME DIP', '2 jalapeño chillies', '1 clove of garlic', '1 shallot', '250 g edamame beans', 'vegetable oil', 'rice wine vinegar', 'DIPPING SAUCE', '½ teaspoon mushroom seasoning', '20 g sugar', '35 ml tamari', 'rice wine vinegar', 'RICE ROLLS', '2 -3 heritage carrots', '2 Lebanese cucumbers , or 1 cucumber', '1 bunch of fresh chervil , (30g)', '½ a bunch of fresh tarragon , (15g)', '1 large handful of red grapes', '1 large handful of radishes', '1 romaine lettuce', '12 shiso leaves , (optional)', '30 g micro herbs , (pea shoots, purple radish, wasabi mustard)', '30 g mixed beansprouts , (mung, adzuki, chickpea, lentil)', '12 rice paper wrappers', 'CAULIFLOWER TEMPURA', '2 cauliflowers , (800g)', '400 g gluten-free self-raising flour', '2 litres vegetable oil , for deep frying']"
https://www.jamieoliver.com/recipes/vegetable-recipes/vegan-falafel-fritters/,Vegan falafel fritters,50 minutes                                                    ,"Not too tricky                                                    
","['150 g frozen peas , broad beans, or edamame beans', '1 heaped tablespoon self-raising flour', '1 preserved lemon', '¼ teaspoon cumin seeds', '6 flatbreads', '60 g shelled unsalted pistachios , (optional)', '100 g soya yoghurt', 'hot chilli sauce', 'SALAD PICKLE', '1 pomegranate', 'red wine vinegar', 'extra virgin olive oil', '1 red onion', '1-2 fresh mixed-colour chillies', '1 cucumber', '1-2 mixed-colour carrots', '1 bunch of fresh mint , (30g)', 'HOUMOUS', '1 x 660 g jar of chickpeas', '1 tablespoon unsweetened peanut butter', '½ a clove of garlic', '1 lemon', '½ a bunch of fresh parsley , (15g)', 'olive oil', '¼ teaspoon sweet smoked paprika', '1 tablespoon dukkah']"
https://www.jamieoliver.com/recipes/pasta-recipes/epic-veg-lasagne/,Epic vegan lasagne,2 hours 30 minutes                                                    ,"Not too tricky                                                    
","['20 g dried porcini mushrooms', '2 large red onions', '6 cloves of garlic', '2 carrots', '2 sticks of celery', '2 sprigs of fresh rosemary', 'olive oil', '1 teaspoon dried chilli flakes', '2 fresh bay leaves', '100 ml vegan Chianti wine', '1 x 400 g tin of green lentils', '2 x 400 g tins of quality plum tomatoes', '750 g mixed wild mushrooms', '½ a bunch of fresh thyme , (15g)', '2 slices of sourdough , (100g)', '70 g vegan Cheddar cheese', '½ a bunch of fresh sage , (15g)', 'extra virgin olive oil', 'PASTA', '400 g durum wheat flour , or fine semolina flour, plus extra for dusting', 'WHITE SAUCE', 'olive oil', '4 heaped tablespoons plain flour', '800 ml almond milk']"
https://www.jamieoliver.com/recipes/pasta-recipes/nonna-teresas-pasta/,Nonna Teresa's pasta,15 minutes                                                    ,"Not too tricky                                                    
","['300 g dried bucatini , or rigatoni', 'olive oil', '50 g coarse stale breadcrumbs', '1 teaspoon dried red chilli flakes', '5 cm fresh horseradish', '2 cloves of garlic', '½ a bunch of fresh thyme , (15g)', '2 dried red peppers , (see tip) or 8 sun-dried tomatoes', 'extra virgin olive oil']"
https://www.jamieoliver.com/recipes/lamb-recipes/ale-barley-lamb-shanks/,Ale barley lamb shanks,"2 hours 38 minutes (8 minutes prep, 2 hours 30 minutes cook)                                                    ","Not too tricky                                                    
","['4 lamb shanks , (roughly 400g each)', '2 leeks', '200 g pearl barley', '1 heaped tablespoon umami paste', '500 ml of your favourite ale']"
https://www.jamieoliver.com/recipes/butternut-squash-recipes/vegan-m-hanncha/,Vegan m'hanncha,2 hours plus cooling                                                    ,"Showing off                                                    
","['100 g pearl barley', '1 butternut squash , (1.2kg)', '2 red onions', '2 cloves of garlic', '2 red peppers', '1 big bunch of fresh coriander , (60g)', 'olive oil', '½ teaspoon dried red chilli flakes', '1 heaped teaspoon fennel seeds', '1 heaped teaspoon cumin seeds', '1 heaped teaspoon ground coriander', '100 g mixed dates and dried apricots', '½ a lemon', '10 sheets of filo pastry', '1 tablespoon shelled pistachios', 'icing sugar , for dusting']"
https://www.jamieoliver.com/recipes/aubergine-recipes/miso-grilled-aubergine-cucumber-pickle-rice-bowl/,Miso-grilled aubergine & cucumber pickle rice bowl,1 hour                                                    ,"Not too tricky                                                    
","['¼ of a cucumber', '1 tablespoon caster sugar , plus 1 pinch', '7 tablespoons Japanese rice vinegar', '300 g sushi rice', '3 aubergines , (750g total)', '3 tablespoons sweet white (shiro) miso', '1 tablespoons mirin rice wine', '4 spring onions', '1 tablespoon sesame seeds , optional']"
https://www.jamieoliver.com/recipes/vegetable-recipes/squashed-brussels/,Squashed Brussels,20 minutes                                                    ,"Not too tricky                                                    
","['1 kg Brussels sprouts', '150 g raw quality chorizo', 'olive oil', '100 g vac-packed chestnuts', '2 sprigs of fresh rosemary', '1 tablespoon sherry vinegar']"
https://www.jamieoliver.com/recipes/salad-recipes/roasted-veg-panzanella/,Roasted veg panzanella,10 minutes                                                    ,"Not too tricky                                                    
","['1 clove of garlic', '3 anchovy fillets , from sustainable sources', '1 bunch of fresh basil , (30g)', 'extra virgin olive oil', 'red wine vinegar', '750 g mixed tomatoes , (small, large, different colours, whatever you can get)', '1 tablespoon baby capers', '½ x 270 g stale loaf of ciabatta', '1 x 250 g jar of roasted red peppers', '6 jarred chargrilled artichokes']"
https://www.jamieoliver.com/recipes/stew-recipes/chinese-steak-tofu-stew/,Chinese steak & tofu stew,45 minutes                                                    ,"Not too tricky                                                    
","['250g rump or sirloin steak', '2 cloves of garlic', '4cm piece of ginger', '2 fresh red chilli', '1 bunch of spring onions', '2 large carrots', '250g mooli or radishes', '1 heaped teaspoon Szechuan peppercorns', 'groundnut oil', '2 tablespoons Chinese chilli bean paste , (find it in Asian supermarkets)', '1 litre veg stock', '1 x 400g tin of aduki beans', '250g pudding or risotto rice', '1 tablespoon cornflour', '200g tenderstem broccoli', '350g firm silken tofu', '8 oz rump or sirloin steak', '2 cloves of garlic', '1½-inch piece of fresh gingerroot', '1 fresh red chile', '1 bunch of scallions', '2 large carrots', '8 oz mooli or radishes', '1 heaping teaspoon Szechuan peppercorns', 'peanut oil', '2 tablespoons Chinese chili bean paste (find it in Asian supermarkets)', '4 cups veg stock', '1 x 15-oz can of adzuki beans', '1¼ cups pudding or risotto rice', '1 tablespoon cornstarch', '7 oz broccolini', '12 oz firm silken tofu']"
https://www.jamieoliver.com/recipes/beef-recipes/batch-minced-meat-ragu/,Batch minced meat ragù,1 hour 50 minutes                                                    ,"Super easy                                                    
","['2 rashers of higher-welfare smoked streaky bacon', 'olive oil', '1 kg higher-welfare lean minced beef', '2 x 400 g tins of beans , such as cannellini, aduki, pinto', '2 sprigs of fresh rosemary', '2 fresh bay leaves', 'Chianti red wine , optional', '2 large onions', '2 large carrots', '1 celery heart', '1 x 280 g jar of sun-dried tomatoes in oil', '2 tablespoons balsamic vinegar', '2 x 400 g tins of quality plum tomatoes']"
https://www.jamieoliver.com/recipes/vegetable-recipes/incredible-sicilian-aubergine-stew-with-couscous/,Incredible Sicilian aubergine stew with couscous,30 minutes                                                    ,"Not too tricky                                                    
","['1 large aubergine', 'olive oil', '½ teaspoon dried oregano', '1 small red onion', '1 clove garlic', '½ bunch flat-leaf parsley', '2 large tomatoes , ripe', '1 tablespoon baby capers', '8 green olives , stone in', '1 tablespoon red wine vinegar', '150g wholewheat couscous', '1 tablespoon flaked almonds', 'extra virgin olive oil']"
https://www.jamieoliver.com/recipes/fish-recipes/super-green-salad-with-crispy-mackerel/,Super-green salad with crispy mackerel,25 minutes                                                    ,"Not too tricky                                                    
","['300 g quinoa', 'extra virgin olive oil', '2 lemons', '2 cloves of garlic', '1 fresh red chilli', 'olive oil', '1 teaspoon cumin seeds', '½ teaspoon mustard seeds', '½ teaspoon ground turmeric', '100 g sprouts and shoots', '400 g broccoli', '100 g baby spinach', '1 ripe avocado', '4 x 200 g whole mackerel, gutted, pin-boned or 4 x 100g mackerel fillets', '1 bunch of fresh soft mixed herbs, such as flat-leaf parsley, mint, coriander , (30g)']"
https://www.jamieoliver.com/recipes/dessert-recipes/almond-honey-dairy-free-ice-cream/,Almond & honey dairy-free ice cream,15 minutes plus freezing                                                    ,"Not too tricky                                                    
","['500 ml almond milk', '500 ml hazelnut milk', '4 tablespoons sugar', '4 tablespoons runny honey', '500 g soya yoghurt', '1 splash of amaretto , optional']"
https://www.jamieoliver.com/recipes/vegetable-recipes/easy-tomato-chutney/,Easy tomato chutney,50 minutes                                                    ,"Super easy                                                    
","['250 g red onions', '500 g mixed-colour tomatoes', '1 fresh red chilli', '75 ml red wine vinegar', '140 g brown sugar']"
https://www.jamieoliver.com/recipes/pasta-recipes/double-whammy-arrabbiata/,Double whammy arrabbiata,30 minutes                                                    ,"Not too tricky                                                    
","['4 fresh red chillies', 'olive oil', '2 cloves of garlic', '3 anchovies (in oil)', '1 teaspoon dried oregano', '1 x 400 g tin of plum tomatoes , or 400g passata', '400 g dried pasta', 'PANGRATTATO', '2 slices of bread', '3 cloves of garlic', '1 dried chilli']"
https://www.jamieoliver.com/recipes/fish-recipes/punchy-salmon-salad/,Punchy salmon salad,1 hour                                                    ,"Not too tricky                                                    
","['2 cloves of garlic', '½ a fresh red chilli', '2 cm piece of ginger', '½ a bunch of fresh coriander , (15g)', '¼ cucumber', '2 limes', '1 tablespoon sesame oil', '300 g new potatoes', '160 g green beans', '1 green teabag , optional', '225 g salmon fillet , skin on, scaled, pin-boned, from sustainable sources', '1 tablespoon sesame seeds', 'groundnut oil', '2 spring onions']"
https://www.jamieoliver.com/recipes/vegetable-recipes/spicy-corn-chickpea-burgers/,Spicy corn & chickpea burgers,40 minutes plus chilling                                                    ,"Not too tricky                                                    
","['800 g sweet potatoes', '2 teaspoons smoked paprika', 'olive oil', '1 x 400 g tin of chickpeas', '1 x 340 g tin of sweetcorn', '½ a bunch of fresh coriander , (15g)', '½ teaspoon ground coriander', '½ teaspoon ground cumin', '3 heaped tablespoons plain flour , plus extra for dusting', '1 lemon', '1 small round lettuce', '2 large ripe tomatoes', 'tomato ketchup', '4 wholemeal burger buns', 'extra virgin olive oil']"
https://www.jamieoliver.com/recipes/chocolate-recipes/raw-chocolate-cake/,Raw chocolate cake,25 minutes plus chilling time                                                    ,"Not too tricky                                                    
","['300 g pecan nuts', '150 g medjool dates', '150 g dried figs', '3 tablespoons raw honey', '5 tablespoons raw cacao powder , (see note)', '1½ teaspoons vanilla extract', 'BASE', '60 g cacao butter , (see note)', '150 g hazelnuts', '3 tablespoons raw cacao powder', '1½ tablespoons raw honey', 'ICING', '200 g coconut oil', '120 g cacao powder', '2 teaspoons raw dark agave nectar , (see note)', '2 tablespoons bee pollen , optional']"
https://www.jamieoliver.com/recipes/turkey-recipes/food-allergy-mums-gravy/,Food Allergy Mums' gravy,10 minutes                                                    ,"Super easy                                                    
","['Pan juice from the turkey , approximately 100ml', '2 teaspoons cornflour', '1 tablespoon cold water', '100 - 300 ml fresh stock , (which you can make yourself or buy from most supermarkets)']"
https://www.jamieoliver.com/recipes/chocolate-recipes/chocolate-biscotti/,Chocolate biscotti,1 hour 35 minutes                                                    ,"Not too tricky                                                    
","['200 g plain flour', '60 g quality cocoa powder', '175 g caster sugar', '100 g quality dark chocolate (70%)', '100 g shelled pistachios', '40 g dried cranberries', '¾ teaspoon baking powder', '3 medium free-range eggs', '1 teaspoon vanilla extract']"
https://www.jamieoliver.com/recipes/vegetables-recipes/salt-cinnamon-kale-crisps/,Salt & cinnamon kale crisps,15 minutes                                                    ,"Super easy                                                    
","['12 large whole kale leaves , (200g)', '3 tablespoons olive oil', '1/2 tablespoon sugar', '1/2 tablespoon cinnamon']"
https://www.jamieoliver.com/recipes/fruit-recipes/super-toasted-granola-with-chewy-fruit/,Super toasted granola with chewy fruit,35 minutes plus cooling                                                    ,"Super easy                                                    
","['8 tablespoons honey', '75 g skin-on almonds', '300 g rolled oats', '40 g sunflower seeds', '40 g pumpkin seeds', '30 g desiccated coconut', '50 g dates', '50 g dried sour cherries', '50 g dried apricots', '50 g dried peaches']"
https://www.jamieoliver.com/recipes/vegetables-recipes/grilled-cauliflower-with-winter-pesto/,Grilled cauliflower with winter pesto,1 hour                                                    ,"Not too tricky                                                    
","['3 banana shallots or 1 onion', 'olive oil', '1 large cauliflower', '1 tesapoon ground dried chilli', '2 x 400 g tins cannellini beans', 'HERB PESTO', '25 g unsalted nuts , (whatever kind you have)', '3-4 sprigs of woody herbs, such as rosemary, thyme, flat-leaf parsley', '1 lemon']"
https://www.jamieoliver.com/recipes/fruit-recipes/spiced-plum-chutney/,Spiced plum chutney,1 hour 30 minutes plus cooling                                                    ,"Not too tricky                                                    
","['vegetable oil', '4 shallots', '1 kg mixed plums', '3 fresh bay leaves', '1 cinnamon stick', '5 cloves', '½ teaspoon ground allspice', '½ teaspoon ground ginger', '400 g brown sugar', '1 orange', 'cider vinegar']"
https://www.jamieoliver.com/recipes/vegetables-recipes/fresh-tomato-broth/,Fresh tomato broth,1 hour 50 minutes                                                    ,"Not too tricky                                                    
","['4 onions', '6 cloves of garlic', '4 sticks of celery', '20 large ripe mixed-colour tomatoes , (about 2.5kg)', '1 x 2kg whole free-range chicken , fat trimmed off', '1 tablespoon tomato purée , optional']"
https://www.jamieoliver.com/recipes/vegetables-recipes/south-indian-pumpkin-pickle/,South Indian pumpkin pickle,1 hour 15 minutes plus cooling                                                    ,"Showing off                                                    
","['2 red onions', '3 cloves of garlic', '2.5 cm piece of ginger', '500 g pumpkin', '2 fresh green chillies', 'vegetable oil', '1 teaspoon mustard seeds', '1 teaspoon fenugreek seeds', '1 tablespoon ground coriander', '1 tablespoon ground cumin', '1 tablespoon turmeric', '1 x 400 g tin of plum tomatoes', '6 limes', 'cider vinegar', '250 g brown sugar']"
https://www.jamieoliver.com/recipes/chocolate-recipes/food-allergy-mums-really-chocolatey-chocolate-cake/,Food Allergy Mums' really chocolatey chocolate cake,50 minutes                                                    ,"Not too tricky                                                    
","['Cake', '450 ml rice milk', '1 tablespoon cider vinegar', '300 g caster sugar', '300 g gluten-free self-raising flour', '100 g cocoa powder', '1 tablespoon gluten-free baking powder', '1 teaspoon bicarbonate of soda', '¼ teaspoon xanthan gum', '1 pinch of salt', '160 ml sunflower oil', '2 tablespoons vanilla extract', 'Icing', '225 g dairy-free sunflower spread', '225 g icing sugar', '50 g cocoa powder', '100 g dairy-free dark chocolate (70% cocoa)', 'To decorate', 'dairy-free chocolate buttons or fresh berries']"
https://www.jamieoliver.com/recipes/eggs-recipes/refried-lentils-with-eggs-salsa/,Refried lentils with eggs & salsa,2 hours 5 minutes                                                    ,"Not too tricky                                                    
","['2 onions', '2 cloves of garlic', '½ bunch of coriander', '1 jalapeño chilli', '300 g ripe vine tomatoes', 'olive oil', '½ teaspoon crushed coriander seeds', '300 g brown lentils', '2 red peppers', '1 dried chipotle chilli', '½ teaspoon smoked paprika', '1 splash of red wine vinegar', '4 large free-range eggs', '2 avocados', '2 limes']"
https://www.jamieoliver.com/recipes/fruit-recipes/gooseberry-elderflower-jam/,Gooseberry & elderflower jam,1 hour                                                    ,"Not too tricky                                                    
","['2 kg gooseberries', '12 elderflower heads , or 100ml elderflower cordial', '2 vanilla pods', '750 g sugar']"
